smiles,toxic,active_assays_count,total_tested_assays,mol_weight,logp,tpsa,h_donors,h_acceptors,rotatable_bonds,aromatic_rings
Cl/C=C\Cl,0,0,9,96.94,1.94,0.0,0,0,0,0
OCC(Cl)CCl,0,0,12,128.99,0.82,20.23,1,1,2,0
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0,0,12,402.48,3.1,105.2,0,8,15,0
COC(OC)OC,0,0,12,106.12,0.21,27.69,0,3,3,0
CCCC(=O)OCCC(C)CCC=C(C)C,0,0,11,226.36,4.1,26.3,0,2,8,0
N[C@@H](CCC(=O)O)C(=O)O,0,0,12,147.13,-0.74,100.62,3,3,4,0
CCCC(=O)OC/C=C(\C)CCC=C(C)C,0,0,12,224.34,4.02,26.3,0,2,7,0
CP(=O)([O-])OCCC[Si](O)(O)O,0,0,11,215.19,-1.51,110.05,3,6,5,0
CCCCOC(=O)C(C)OC(=O)CCC,0,0,12,216.28,2.06,52.6,0,4,7,0
COC(C=C(C)CCC=C(C)C)OC,0,0,12,198.31,3.3,18.46,0,2,6,0
C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,0,0,10,226.35,3.3,27.69,0,3,7,0
CCOC(=O)C(=O)CCCCCCl,0,0,2,206.67,1.92,43.37,0,3,7,0
CC(C)CCON=O,0,0,12,117.15,1.73,38.66,0,3,4,0
CC(=O)C(C)C,0,0,11,86.13,1.23,17.07,0,1,1,0
CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],0,0,2,573.66,-7.37,188.31,2,11,16,0
CCCCCCCCCCCCCCBr,0,0,11,277.29,6.08,0.0,0,0,12,0
[O]=[Mo](=[O])=[O],0,0,12,143.94,-0.36,51.21,0,3,0,0
CCOP(=S)(S)OCC,0,0,12,186.24,2.21,18.46,1,3,4,0
CCCCCCCC/C=C\CCCCCCCC(N)=O,1,1,12,281.48,5.51,43.09,1,1,15,0
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,1,1,7,322.43,5.55,55.76,1,3,14,0
CCCCOC(=O)CCCCC(=O)OCCCC,0,0,12,258.36,3.23,52.6,0,4,11,0
C[N+](C)(C)CCO,0,0,12,104.17,-0.32,20.23,1,1,2,0
[O]=[Cr][O][Cr]=[O],0,0,12,151.99,-0.31,43.37,0,3,2,0
[Cr+3],0,0,11,52.0,-0.0,0.0,0,0,0,0
CC=CC(=O)O,0,0,12,86.09,0.65,37.3,1,1,1,0
OCCCCCO,1,1,12,104.15,0.14,40.46,2,2,4,0
CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,0,0,8,386.53,5.03,89.9,1,5,18,0
COCCOCCOCCOC,0,0,12,178.23,0.31,36.92,0,4,9,0
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0,0,12,258.49,3.52,0.0,0,0,11,0
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,0,0,1,240.31,-0.81,126.64,4,6,7,0
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,0,0,9,242.36,0.98,68.28,0,4,5,0
C[C@@H](O)[C@H](N)C(=O)O,0,0,2,119.12,-1.22,83.55,3,3,2,0
CCCCCCCCCCCCCCCC(=O)NCCO,0,0,12,299.5,4.58,49.33,2,2,16,0
CCCCCC#CC(=O)OC,0,0,12,154.21,1.74,26.3,0,2,3,0
C/C=C/C=C/C(=O)O,1,1,12,112.13,1.2,37.3,1,1,2,0
CCN(CC)C(=S)[S-],1,2,11,148.28,1.16,3.24,0,2,2,0
CCC(OCCCOC)OC(C)=O,0,0,12,190.24,1.34,44.76,0,4,7,0
[CH3][Sn]([CH3])([Cl])[Cl],1,2,11,219.69,2.17,0.0,0,0,0,0
CCCCC(CC)C(=O)Cl,0,0,12,162.66,2.97,17.07,0,1,5,0
CCOCCC(=O)OCC,0,0,12,146.19,0.98,35.53,0,3,5,0
COC(=O)CC(C)CCC=C(C)C,0,0,10,184.28,2.93,26.3,0,2,5,0
OCC(O)CCl,0,0,12,110.54,-0.42,40.46,2,2,2,0
COC(C)(C)CCO,0,0,12,118.18,0.79,29.46,1,2,3,0
OCC(O)CO,0,0,12,92.09,-1.67,60.69,3,3,2,0
O=S(=O)(O)O,0,0,10,98.08,-0.65,74.6,2,2,0,0
[Fe+2],0,0,11,55.84,-0.0,0.0,0,0,0,0
CC(C)(C)C(=O)O,0,0,11,102.13,1.12,37.3,1,1,0,0
CC(C)(CO)[N+](=O)[O-],1,1,12,119.12,0.03,63.37,1,3,2,0
CCCCCCCCCCCCS,0,0,12,202.41,4.84,0.0,1,1,10,0
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,0,0,12,307.33,-2.21,158.82,6,6,9,0
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,0,0,4,326.63,7.34,0.0,0,0,18,0
CC(=O)OCCOC(C)=O,0,0,12,146.14,0.11,52.6,0,4,3,0
CCCCCCCCCCCCCCCCCC(=O)OCCO,1,1,10,328.54,5.78,46.53,1,3,18,0
CCCCCCCC,0,0,9,114.23,3.37,0.0,0,0,5,0
CCCCCCCCCCCC(=O)OC,0,0,12,214.35,4.08,26.3,0,2,10,0
N#C[S-],0,0,12,58.09,0.01,23.79,0,2,0,0
CC(N)=S,0,0,11,75.14,0.29,26.02,1,1,0,0
CCCCCCCCCCCCCCCCI,0,0,12,352.34,6.9,0.0,0,0,14,0
CCC(C)(C)CC,0,0,11,100.2,2.83,0.0,0,0,2,0
C=CCCC=C,0,0,11,82.15,2.14,0.0,0,0,3,0
CC(C)CC(C)(C)C,0,0,12,114.23,3.08,0.0,0,0,1,0
CCCSC(=O)N(CCC)CCC,0,0,12,203.35,3.37,20.31,0,2,6,0
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,1,1,8,697.61,5.62,44.76,0,4,12,0
ClC(Cl)(Br)Br,0,0,12,242.72,2.87,0.0,0,0,0,0
CCC(C)COC(=O)CC(C)C,0,0,12,172.27,2.62,26.3,0,2,5,0
CC=CC(=O)CCCC,0,0,12,126.2,2.32,17.07,0,1,4,0
CSCCCN=C=S,1,3,8,147.27,1.84,12.36,0,3,4,0
CC(C)(O)C#N,0,0,12,85.11,0.28,44.02,1,2,0,0
NO,0,0,11,33.03,-0.67,46.25,2,2,0,0
[NH3+]O.[NH3+]O,0,0,11,68.08,-2.77,95.74,4,2,0,0
NCCNCCO,0,0,12,104.15,-1.47,58.28,3,3,4,0
CCCC(CCC)C(N)=O,0,0,10,143.23,1.69,43.09,1,1,5,0
CCCCCCCCC\C=C/C=C\C=C/C=C\C=C/C(=O)OCC,0,0,1,330.51,6.47,26.3,0,2,14,0
CCOC(N)=O,0,0,12,89.09,0.1,52.32,1,2,1,0
NC(N)=O,0,0,12,60.06,-0.98,69.11,2,1,0,0
CCC[CH2][Sn]([Cl])([Cl])[Cl],1,1,11,282.19,3.44,0.0,0,0,3,0
CCCOCC(C)O,1,1,12,118.18,0.79,29.46,1,2,4,0
CCCCCCC(CO)CCCC,0,0,12,186.34,3.76,20.23,1,1,9,0
COC(C)CCO,0,0,11,104.15,0.4,29.46,1,2,3,0
CC(C)(S)C(=O)N[C@@H](CS)C(=O)O,0,0,10,223.32,0.19,66.4,4,4,4,0
CCCCOC(=O)CCCCCCCC(=O)OCCCC,0,0,12,300.44,4.4,52.6,0,4,14,0
C=CCBr,0,0,11,120.98,1.57,0.0,0,0,1,0
C=CCOC(=O)CCCCCCCC,0,0,12,198.31,3.47,26.3,0,2,9,0
C=CCSSCCC,0,0,11,148.3,2.96,0.0,0,2,5,0
C=CCNC(N)=S,0,0,12,116.19,0.01,38.05,2,1,2,0
CC(C)C(O)C(C)(C)CO,0,0,12,146.23,1.02,40.46,2,2,3,0
[Cl][Nd]([Cl])[Cl],0,0,10,250.6,2.07,0.0,0,0,0,0
CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,0,0,11,370.57,6.07,52.6,0,4,17,0
CC(=O)OCCC(C)CC(C)(C)C,0,0,12,186.29,3.01,26.3,0,2,4,0
[Co+2],1,1,12,58.93,-0.0,0.0,0,0,0,0
CCCCCCCCCCCC(=O)OCC(O)CO,0,0,12,274.4,2.8,66.76,2,4,13,0
CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2],1,3,5,303.99,0.76,6.48,0,4,0,0
CCCCC=O,0,0,12,86.13,1.38,17.07,0,1,3,0
O=C(O)CCCC(=O)O,0,0,12,132.12,0.33,74.6,2,2,4,0
C=C(C#N)C(=O)OCC,1,1,11,125.13,0.63,50.09,0,3,2,0
CC(C)C(Br)C(=O)NC(N)=O,1,1,12,223.07,0.6,72.19,2,2,2,0
OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,0,0,12,182.17,-3.59,121.38,6,6,5,0
CC(C)CCCC(C)NCCC(C)C,0,0,2,199.38,3.84,12.03,1,1,8,0
O=S(=O)([O-])CO,0,0,12,111.1,-1.52,77.43,1,4,1,0
C=CCCCCCCCC,0,0,11,140.27,3.92,0.0,0,0,7,0
CC(=O)C(Cl)C(=O)N(C)C,0,0,11,163.6,0.27,37.38,0,2,2,0
COC(=O)CC#N,0,0,12,99.09,0.07,50.09,0,3,1,0
CC(C)CCCCCCN,0,0,12,143.27,2.55,26.02,1,1,6,0
CC(C)NC(=O)NC(C)C,0,0,12,144.22,1.1,41.13,2,1,2,0
CCCCCCCCCCCCCCC(Br)C(=O)O,1,2,8,335.33,5.93,37.3,1,1,14,0
C=CCOCC(O)CO,0,0,12,132.16,-0.46,49.69,2,3,5,0
C=CC(=O)OCCCCCCCC(C)C,0,0,12,212.33,3.71,26.3,0,2,9,0
CCCCC(CC)COC(=O)CC#N,0,0,12,197.28,2.66,50.09,0,3,7,0
CCCCN(CCCC)CCCC,0,0,12,185.35,3.69,3.24,0,1,9,0
O=NN(CCCl)C(=O)NCCCl,1,1,11,214.05,1.16,61.77,1,3,5,0
CCO[Si](OCC)(OCC)OCC,0,0,11,208.33,1.57,36.92,0,4,8,0
CC(C)CC(C)N,0,0,12,101.19,1.38,26.02,1,1,2,0
CCCCCCCCSCCO,0,0,11,190.35,3.07,20.23,1,2,9,0
O=C/C(Cl)=C(/Cl)C(=O)O,1,3,8,168.96,0.96,54.37,1,2,2,0
O=C(O)C(Cl)Cl,0,0,12,128.94,0.87,37.3,1,1,1,0
CCCCCC(=O)OCC,0,0,12,144.21,2.13,26.3,0,2,5,0
CCCCOC(C)=O,0,0,12,116.16,1.35,26.3,0,2,3,0
CCCCCCCCCCCCN,0,0,10,185.35,3.87,26.02,1,1,10,0
CCCCOP(=O)(OCCCC)OCCCC,1,1,12,266.32,4.54,44.76,0,4,12,0
CCC(C)(CCC(C)C)C(=O)O,0,0,12,172.27,2.92,37.3,1,1,5,0
C=CCSSCC=C,1,1,11,146.28,2.74,0.0,0,2,5,0
C=C(C)C(=O)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,1,4,5,375.14,5.45,26.3,0,2,11,0
CC(C)CCCC(C)(C)O,0,0,12,144.26,2.58,20.23,1,1,4,0
CCC/C=C/C=O,0,0,12,98.14,1.54,17.07,0,1,3,0
CCCOC(C)=O,0,0,12,102.13,0.96,26.3,0,2,2,0
[Cl][Yb]([Cl])[Cl],0,0,12,279.4,2.07,0.0,0,0,0,0
C=CC(=O)OCCCCCCOC(=O)C=C,1,6,10,226.27,2.01,52.6,0,4,9,0
C=CC(C)(C)CC(=O)OC,0,0,12,142.2,1.76,26.3,0,2,3,0
C=CCCCC,0,0,8,84.16,2.36,0.0,0,0,3,0
C=C(C)C(=O)OCCCCCC,0,0,12,170.25,2.69,26.3,0,2,6,0
N=C(N)N.N=C(N)N.O=C(O)O,0,0,12,180.17,-2.1,209.31,8,3,0,0
CC(C)CC(=O)O,0,0,11,102.13,1.12,37.3,1,1,2,0
CCCCCCCCCCCCCCCCC(=O)O,0,0,12,270.46,5.94,37.3,1,1,15,0
NS(=O)(=O)O,0,0,12,97.09,-1.25,80.39,2,2,0,0
[PbH2+2],1,1,12,209.22,-0.92,0.0,0,0,0,0
CC(C)(C)N(CCO)CCO,0,0,11,161.24,0.07,43.7,2,3,4,0
CC(CO)CO,0,0,12,90.12,-0.39,40.46,2,2,2,0
C=C(C)C(=O)OCCCCCCCCCCCCC,1,1,11,268.44,5.42,26.3,0,2,13,0
C=C(C)C(=O)OCCC[Si](OC)(OC)OC,0,0,12,248.35,1.37,53.99,0,5,8,0
C=CC(C)CCC=C(C)C,0,0,12,138.25,3.55,0.0,0,0,4,0
C=CCCCCCCCCCCC,0,0,12,182.35,5.09,0.0,0,0,10,0
OCC(S)CS,0,0,7,124.23,0.21,20.23,3,3,2,0
C=CCOC(C)=O,0,0,11,100.12,0.74,26.3,0,2,2,0
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,0,0,12,299.69,2.74,65.07,0,5,7,0
CCCOC(=O)CCCCC(=O)OCCC,0,0,12,230.3,2.45,52.6,0,4,9,0
CCCCCCCCCCN,0,0,12,157.3,3.09,26.02,1,1,8,0
CCCCNP(N)(N)=S,0,0,11,167.22,0.52,64.07,3,1,4,0
CC(C)OC(=O)CCC(=O)OC(C)C,0,0,12,202.25,1.67,52.6,0,4,5,0
OC[C@@H](O)[C@@H](O)CO,0,0,12,122.12,-2.31,80.92,4,4,3,0
N[C@@H](CS)C(=O)O,0,0,10,121.16,-0.67,63.32,3,3,2,0
CC(C)(O)C(Cl)(Cl)Cl,0,0,2,177.46,2.13,20.23,1,1,0,0
CCC(C)CCCC(C)(C)O,1,1,11,158.28,2.97,20.23,1,1,5,0
NC(CS)C(=O)O,0,0,2,121.16,-0.67,63.32,3,3,2,0
CC(C)(C)NC(N)=O,0,0,12,116.16,0.45,55.12,2,1,0,0
CCCCCCCCCCCC[N+](C)(C)C,1,2,8,228.44,4.61,0.0,0,0,11,0
CCCCCCCCCCCCCC[N+](C)(C)C,1,2,6,256.5,5.39,0.0,0,0,13,0
CCO[Si](CCCNC(N)=O)(OCC)OCC,0,0,12,264.4,1.09,82.81,2,4,10,0
CCCCCOC(=O)CCCCC,0,0,11,186.29,3.3,26.3,0,2,8,0
CCCCCCOC(=O)CC,0,0,12,158.24,2.52,26.3,0,2,6,0
CC/C=C\CCOC(=O)C(C)C,0,0,12,170.25,2.54,26.3,0,2,5,0
CC/C=C\CCCCCO,0,0,11,142.24,2.51,20.23,1,1,6,0
CC[N+](C)(CC)CC,0,0,11,116.23,1.49,0.0,0,0,3,0
O=C(O)CF,0,0,11,78.04,0.04,37.3,1,1,1,0
ClCCN(CCCl)CCCl,1,2,12,204.53,2.0,3.24,0,1,6,0
CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC,0,0,12,481.85,10.49,52.82,2,2,28,0
O=C(Cl)CCl,0,0,11,112.94,0.99,17.07,0,1,1,0
CC(=O)NO,0,0,2,75.07,-0.49,49.33,2,2,0,0
[Fe+3],0,0,12,55.84,-0.0,0.0,0,0,0,0
CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],1,1,4,416.51,1.14,9.72,0,6,0,0
CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,0,0,8,354.48,3.08,83.8,0,9,4,0
CCBr,0,0,12,108.97,1.4,0.0,0,0,0,0
ClC(Cl)Br,0,0,9,163.83,2.14,0.0,0,0,0,0
OB(O)O,0,0,12,61.83,-2.05,60.69,3,3,0,0
O=C(O)[C@H](O)[C@@H](O)C(=O)O,0,0,12,150.09,-2.12,115.06,4,4,3,0
COCC(O)CO,0,0,11,106.12,-1.01,49.69,2,3,3,0
CC(C)OC(=O)CCCCC(=O)OC(C)C,0,0,8,230.3,2.45,52.6,0,4,7,0
O=C(O)CC(O)C(=O)O,0,0,12,134.09,-1.09,94.83,3,3,3,0
C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,0,0,11,261.61,3.15,26.3,0,2,5,0
CCCCC(CC)(CO)CO,0,0,12,160.26,1.56,40.46,2,2,6,0
CC(C)OCCO,0,0,12,104.15,0.4,29.46,1,2,3,0
CN(C)CCCN(C)C,0,0,11,130.23,0.5,6.48,0,2,4,0
CC(C)CCO,0,0,12,88.15,1.02,20.23,1,1,2,0
C=C(C)C(=O)OCC(C)C,0,0,12,142.2,1.76,26.3,0,2,3,0
C=C(C)C(=O)OCCCCCCCC(C)C,0,0,11,226.36,4.1,26.3,0,2,9,0
CC(=O)CCl,0,0,12,92.53,0.81,17.07,0,1,1,0
CCCCCCC(=O)OCC,0,0,10,158.24,2.52,26.3,0,2,6,0
CCCC(=O)OCC,0,0,11,116.16,1.35,26.3,0,2,3,0
CCOC(=O)CC,0,0,12,102.13,0.96,26.3,0,2,2,0
C=CC(=O)NC(C)(C)C,0,0,12,127.19,1.09,29.1,1,1,1,0
[Cu+2],1,1,8,63.55,-0.0,0.0,0,0,0,0
COC(=O)CCCCC(=O)OC,0,0,12,174.2,0.89,52.6,0,4,5,0
ClCC(Cl)CCl,1,1,12,147.43,2.07,0.0,0,0,2,0
OCCOCCOCCO,0,0,12,150.17,-1.0,58.92,2,4,7,0
OCCN(CCO)CCO,0,0,12,149.19,-1.73,63.93,3,4,6,0
N#CN,0,0,12,42.04,-0.57,49.81,1,2,0,0
C=CCCCCCCC=C,1,1,11,138.25,3.7,0.0,0,0,7,0
CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,1,4,8,347.18,6.64,0.0,0,0,12,0
[Cl][In]([Cl])[Cl],1,2,12,221.18,1.69,0.0,0,0,0,0
CCCCOC(=O)CO,0,0,12,132.16,0.32,46.53,1,3,4,0
CCCC(=O)[O-],0,0,10,87.1,-0.46,40.13,0,2,2,0
CN(C)C(C)(C)CO,1,1,12,117.19,0.32,23.47,1,2,2,0
[As]#[In],0,0,11,189.74,-0.76,0.0,0,0,0,0
COS(=O)(=O)[O-],0,0,12,111.1,-0.91,66.43,0,4,1,0
COCCOC(=O)CC#N,0,0,12,143.14,0.09,59.32,0,4,4,0
COC(C)=O,0,0,12,74.08,0.18,26.3,0,2,0,0
N#CCCN(CCO)CCO,0,0,11,158.2,-0.81,67.49,2,4,6,0
N#CCCCC(C#N)CCC#N,0,0,10,161.21,2.12,71.37,0,3,5,0
CC(O)CC(C)O,0,0,12,104.15,0.14,40.46,2,2,2,0
FCOC(C(F)(F)F)C(F)(F)F,0,0,10,200.05,2.42,9.23,0,1,2,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,10,288.03,4.02,0.0,0,0,2,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,1,1,11,308.51,6.36,26.3,0,2,15,0
CC(=O)OCC[N+](C)(C)C,0,0,2,146.21,0.26,26.3,0,2,3,0
C=C[Si](OC(C)=O)(OC(C)=O)OC(C)=O,1,1,11,232.26,0.34,78.9,0,6,4,0
COCCOCCOC,0,0,12,134.18,0.3,27.69,0,3,6,0
CCCCNC(=O)OCC#CI,1,3,9,281.09,1.91,38.33,1,2,4,0
NC(=O)NNC(N)=O,0,0,10,118.1,-1.76,110.24,4,2,0,0
COC(=O)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)\C=C/C(=O)O,1,1,10,394.51,5.81,63.6,1,3,10,0
CC(=O)C(=O)[O-],0,0,12,87.05,-1.67,57.2,0,3,1,0
COCCCCCCCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,1,2,7,422.83,6.16,36.92,0,4,17,0
O=S(=O)([O-])[O-].[Li+].[Li+],0,0,12,109.94,-7.33,80.26,0,4,0,0
CCCCCBr,0,0,12,151.05,2.57,0.0,0,0,3,0
CS(=O)(=O)Cl,0,0,12,114.55,0.18,34.14,0,2,0,0
NC/C=C/C(=O)O,0,0,2,101.1,-0.41,63.32,2,2,2,0
COCCOC,0,0,12,90.12,0.28,18.46,0,2,3,0
CCOCCOCC,0,0,12,118.18,1.06,18.46,0,2,5,0
O=C(O)CCC(=O)C(=O)O,0,0,12,146.1,-0.5,91.67,2,3,4,0
S=C([S-])NCCNC(=S)[S-],1,1,11,210.37,-0.17,24.06,2,4,3,0
C[N+](=O)[O-],1,1,12,61.04,-0.11,43.14,0,2,0,0
C[N+]([O-])(CCCl)CCCl,0,0,2,172.06,1.41,23.06,0,1,4,0
CCCCC(CC)CO,0,0,12,130.23,2.2,20.23,1,1,5,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0,0,12,538.07,7.19,0.0,0,0,7,0
C=CC(=O)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,1,4,5,361.11,5.06,26.3,0,2,11,0
CCCCOCCOCCOCCCC,0,0,10,218.34,2.64,27.69,0,3,12,0
C#CC(C)(C)O,0,0,11,84.12,0.39,20.23,1,1,0,0
CCCCCCCCCCO,1,1,12,158.28,3.12,20.23,1,1,8,0
CCCCCCCCCCCCCO,0,0,12,200.37,4.29,20.23,1,1,11,0
CCCCCCCCO,0,0,12,130.23,2.34,20.23,1,1,6,0
CCOCCOCCO,0,0,12,134.18,0.03,38.69,1,3,6,0
CCCCCCCCCC(C)=O,0,0,12,170.3,3.72,17.07,0,1,8,0
CCCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCCC,0,0,11,542.91,10.21,52.6,0,5,30,0
CC(=O)O,0,0,12,60.05,0.09,37.3,1,1,0,0
CC(=O)OC(C)=O,0,0,12,102.09,0.1,43.37,0,3,0,0
CC(=O)C(C)O,0,0,12,88.11,-0.04,37.3,1,2,1,0
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,0,0,11,299.05,-1.31,175.83,6,4,6,0
CCC(C)S,0,0,12,90.19,1.71,0.0,1,1,1,0
NCCCNCCCN,0,0,8,131.22,-0.73,64.07,3,3,6,0
CCCCCCCCCCCCCCCCCCO,0,0,12,270.5,6.24,20.23,1,1,16,0
C=CCCCCCCCCCCCCCCCC,0,0,11,252.49,7.04,0.0,0,0,15,0
CCCCCCCC/C=C\CCCCCCCCN,0,0,2,267.5,5.98,26.02,1,1,15,0
CCCCCCCCCCCCCCCC(=O)OC,0,0,12,270.46,5.64,26.3,0,2,14,0
COC(=O)CC(=O)OC,0,0,12,132.12,-0.28,52.6,0,4,2,0
CCCC(C)C,0,0,12,86.18,2.44,0.0,0,0,2,0
CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,1,2,3,466.9,11.25,0.0,0,0,28,0
CNC(C)CCC=C(C)C,1,1,10,141.26,2.34,12.03,1,1,4,0
O=C(O)C(Cl)(Cl)Cl,0,0,12,163.39,1.44,37.3,1,1,0,0
FC(F)(Cl)C(F)(Cl)Cl,0,0,12,187.38,2.92,0.0,0,0,1,0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0,0,12,470.69,7.07,78.9,0,6,23,0
BrC(Br)Br,0,0,12,252.73,2.45,0.0,0,0,0,0
CC/C=C/CCO,0,0,12,100.16,1.33,20.23,1,1,3,0
CC/C=C\CCO,0,0,12,100.16,1.33,20.23,1,1,3,0
COP(=O)(NC(C)=O)SC,0,0,12,183.17,1.24,55.4,1,4,3,0
CC(C)CCCC(=O)O,0,0,12,130.19,1.9,37.3,1,1,4,0
COC(C)(C)CCCC(C)CC=O,0,0,11,186.29,2.81,26.3,0,2,7,0
ClP(Cl)(Cl)(Cl)Cl,0,0,11,208.24,4.31,0.0,0,0,0,0
CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl,1,2,10,348.96,5.45,0.0,0,0,7,0
C=C[Si](C)(C)O[Si](C)(C)C=C,0,0,12,186.4,2.86,9.23,0,1,4,0
CCCC(C)(COC(N)=O)COC(N)=O,0,0,12,218.25,0.98,104.64,2,4,6,0
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ba+2],0,0,10,527.62,-10.04,282.56,10,14,10,0
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],0,0,10,386.26,-9.24,276.24,8,14,10,0
CCCC(=O)OC(=O)CCC,0,0,12,158.2,1.66,43.37,0,3,4,0
CC(C)=CCC/C(C)=C\CO,0,0,12,154.25,2.67,20.23,1,1,4,0
CCCCCCC(O)CCCCCCCCCCC(=O)O,1,2,11,300.48,5.3,57.53,2,2,16,0
CCCCOC(=O)/C=C\C(=O)OCCCC,0,0,7,228.29,2.23,52.6,0,4,8,0
CC(C)=CCC/C(C)=C/CO,1,2,12,154.25,2.67,20.23,1,1,4,0
CC(C)=CCCC(C)CCO,0,0,12,156.27,2.75,20.23,1,1,5,0
CCCCCCCC[N+](C)(C)CCCCCCCC,1,1,6,270.52,5.78,0.0,0,0,14,0
CCCCON=O,0,0,12,103.12,1.48,38.66,0,3,4,0
CCCCCCCOC(C)=O,1,1,12,158.24,2.52,26.3,0,2,6,0
OCC(CBr)(CBr)CBr,0,0,8,324.84,2.15,20.23,1,1,4,0
O=C(O)C(Cl)Br,1,1,11,173.39,1.03,37.3,1,1,1,0
O=C(O)C(Cl)(Cl)Br,0,0,11,207.84,1.6,37.3,1,1,1,0
NC(CCC(=O)O)C(=O)O,0,0,12,147.13,-0.74,100.62,3,3,4,0
OCCCCCCCl,0,0,11,136.62,1.78,20.23,1,1,5,0
O=C[C@@H](O)[C@H](O)[C@H](O)CO,0,0,12,150.13,-2.74,97.99,4,5,4,0
CC(C)=CC(=O)C=C(C)C,0,0,12,138.21,2.49,17.07,0,1,2,0
CC(C)(CCC(=O)O)C(=O)O,0,0,12,160.17,0.96,74.6,2,2,4,0
CC(=O)CCC=C(C)CCC=C(C)C,0,0,12,194.32,4.05,17.07,0,1,6,0
CC(C)(CC(=O)O)C(=O)O,0,0,12,146.14,0.57,74.6,2,2,3,0
CC(=O)C(C)=O,0,0,12,86.09,0.16,34.14,0,2,1,0
C=COCC(C)C,0,0,11,100.16,1.8,9.23,0,1,3,0
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0,0,12,286.32,1.26,71.06,0,6,11,0
CC(C)=CC=O,0,0,12,84.12,1.15,17.07,0,1,1,0
CC(C)(C#N)C(C)(C)C#N,0,0,12,136.2,2.09,47.58,0,2,1,0
CN(C)CCN(C)C,0,0,11,116.21,0.11,6.48,0,2,3,0
CSSC,0,0,12,94.2,1.63,0.0,0,2,1,0
CC(C)C(C)C,0,0,8,86.18,2.3,0.0,0,0,1,0
CCC(C)(C)C,0,0,11,86.18,2.44,0.0,0,0,0,0
CC(Cl)(Cl)[N+](=O)[O-],0,0,12,143.96,1.41,43.14,0,2,1,0
CCCCCCCCC=O,0,0,12,142.24,2.94,17.07,0,1,7,0
CC(C)C(=O)O,0,0,11,88.11,0.73,37.3,1,1,1,0
O=[N+]([O-])C(Br)Br,1,2,8,218.83,1.34,43.14,0,2,1,0
CCC(C)C(C)=O,1,1,12,100.16,1.62,17.07,0,1,2,0
CC(C)C=O,0,0,12,72.11,0.84,17.07,0,1,1,0
CC(CCC(=O)O)C(=O)O,0,0,12,146.14,0.57,74.6,2,2,4,0
CCCC(C)C(=O)O,0,0,12,116.16,1.51,37.3,1,1,3,0
NCCCNCCSP(=O)(O)O,0,0,2,214.23,-0.25,95.58,4,4,7,0
CNC(=S)NN,1,1,9,105.17,-1.05,50.08,3,2,0,0
